"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides","area_1","area_2","area_3","area_4_and_5","area_6","area_7","area_8"
"1635","Q5JX83;Q96MM6","Q5JX83;Q96MM6","Q5JX83;Q96MM6","4;4","4;4","3;3","Heat shock 70 kDa protein 12B;Heat shock 70 kDa protein 12B",2,4,4,3,-3.12469969282932,-2.65158145308059,NA,-1.20237976713619,-4.45070089712594,-4.93084279686427,NA
"1636","Q5JXI8;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;A0A494C0D6;Q13642;A0A0D9SGB2;Q5JXI0","Q5JXI8;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;A0A494C0D6;Q13642;A0A0D9SGB2;Q5JXI0","Q5JXI8;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;A0A494C0D6;Q13642;A0A0D9SGB2;Q5JXI0","4;3;3;3;3;3;3;3;3;3;3;2;2","4;3;3;3;3;3;3;3;3;3;3;2;2","4;3;3;3;3;3;3;3;3;3;3;2;2","Four and a half LIM domains protein 1 (Fragment);Four and a half LIM domains protein 1 (Fragment);Four and a half LIM domains protein 1 (Fragment);Four and a half LIM domains protein 1 (Fragment);Four and a half LIM domains protein 1 (Fragment);Four and a ",13,4,4,4,1.99895814382586,1.90416439129399,2.00674814736108,4.48853845951058,0.942346619867223,1.92143728334266,NA
"1637","Q5KU26","Q5KU26","Q5KU26","6","6","6","Collectin-12",1,6,6,6,-0.374806763353341,-0.621023885852885,-0.481379773063306,-3.24178710776561,-1.67572102014688,-1.98643829718376,NA
"1638","Q5QPK2;H0Y368;O60762;A0A804HIK9;A0A804HJ93;Q5QPJ9;A0A804HIB3","Q5QPK2;H0Y368;O60762;A0A804HIK9;A0A804HJ93;Q5QPJ9;A0A804HIB3","Q5QPK2;H0Y368;O60762;A0A804HIK9;A0A804HJ93;Q5QPJ9","8;8;8;5;4;4;3","8;8;8;5;4;4;3","8;8;8;5;4;4;3","Dolichol-phosphate mannosyltransferase subunit 1;Dolichol-phosphate mannosyltransferase subunit 1;Dolichol-phosphate mannosyltransferase subunit 1;Dolichol-phosphate mannosyltransferase subunit 1;Dolichol-phosphate mannosyltransferase subunit 1;Dolichol-ph",7,8,8,8,1.35468193230139,0.984139768014579,-0.113320471368155,-2.39592050818323,1.43235295053637,0.379071918255846,NA
"1639","Q5QPM7;Q92530;H0Y555;F5H4Z3;Q5QPM9","Q5QPM7;Q92530;H0Y555;F5H4Z3;Q5QPM9","Q5QPM7;Q92530;H0Y555;F5H4Z3;Q5QPM9","2;2;1;1;1","2;2;1;1;1","2;2;1;1;1","Proteasome inhibitor PI31 subunit;Proteasome inhibitor PI31 subunit;Proteasome inhibitor PI31 subunit (Fragment);Proteasome inhibitor PI31 subunit (Fragment);Proteasome inhibitor PI31 subunit (Fragment)",5,2,2,2,-1.58121607198215,-1.94185965054164,-1.75269264895483,NA,-2.18326210057436,-1.93606069935677,NA
"1640","Q5R3I4;H7C089","Q5R3I4;H7C089","Q5R3I4;H7C089","2;1","2;1","2;1","Tetratricopeptide repeat protein 38;Tetratricopeptide repeat protein 38 (Fragment)",2,2,2,2,-1.55485471351901,-2.09905869421068,NA,-3.01648241446884,-2.53622978251713,-2.72622404887084,NA
"1641","Q5RHP9","Q5RHP9","Q5RHP9","27","27","27","Glutamate-rich protein 3",1,27,27,27,-1.62139889947646,-0.952682825392817,-0.146829813156657,-2.68733882503651,0.490073229815206,0.472506177014402,NA
"1642","Q5SSJ5;B0QZK4;Q5SWC8;B0QZK9;B0QZK8","Q5SSJ5;B0QZK4;Q5SWC8;B0QZK9;B0QZK8","Q5SSJ5;B0QZK4;Q5SWC8","12;8;8;2;2","12;8;8;2;2","12;8;8;2;2","Heterochromatin protein 1-binding protein 3;Heterochromatin protein 1-binding protein 3 (Fragment);Heterochromatin protein 1-binding protein 3 (Fragment)",5,12,12,12,2.16974533543427,2.26696646438511,2.41565387382276,2.80142315402212,2.26812247384916,2.07040323318948,-1.33730461258252
"1643","Q5STX8;P55008","Q5STX8;P55008","Q5STX8;P55008","2;2","2;2","2;2","Allograft inflammatory factor 1 (Fragment);Allograft inflammatory factor 1",2,2,2,2,0.46524238530251,-1.62282804078984,-0.996144067066723,NA,-2.35349071174578,-1.87895576536713,NA
"1644","Q5STZ8;Q8NE71;A0A0G2JJB9;H0YGW7","Q5STZ8;Q8NE71;A0A0G2JJB9;H0YGW7","Q5STZ8;Q8NE71;A0A0G2JJB9;H0YGW7","2;2;1;1","2;2;1;1","2;2;1;1","ATP-binding cassette sub-family F member 1;ATP-binding cassette sub-family F member 1;ATP-binding cassette sub-family F member 1 (Fragment);ATP-binding cassette sub-family F member 1 (Fragment)",4,2,2,2,-3.00984088760876,-2.85224348720862,NA,-3.78439891957122,-3.00499393985021,-2.88781433379509,NA
"1645","Q5SZE2;Q5SZE3;H0YKH6;Q5SZE4;Q5SZE1;Q96G23;H0YNU7","Q5SZE2;Q5SZE3;H0YKH6;Q5SZE4;Q5SZE1;Q96G23;H0YNU7","Q5SZE2;Q5SZE3;H0YKH6;Q5SZE4;Q5SZE1;Q96G23;H0YNU7","2;2;2;2;2;2;1","2;2;2;2;2;2;1","2;2;2;2;2;2;1","Ceramide synthase 2 (Fragment);Ceramide synthase 2 (Fragment);Ceramide synthase 2 (Fragment);Ceramide synthase 2 (Fragment);Ceramide synthase 2 (Fragment);Ceramide synthase 2;Ceramide synthase 2",7,2,2,2,-1.89990893838509,-0.286486157076354,-1.1712008526044,NA,-0.633249568658215,-0.916546114314059,NA
"1646","Q5SZK8","Q5SZK8","Q5SZK8","5","5","5","FRAS1-related extracellular matrix protein 2",1,5,5,5,-3.88032450323229,-4.63738729051258,-4.95768678410069,NA,-4.40925211930719,-4.84412257178195,NA
"1647","Q5T123;Q9H299","Q5T123;Q9H299","Q5T123;Q9H299","3;3","3;3","3;3","SH3 domain-binding glutamic acid-rich-like protein 3;SH3 domain-binding glutamic acid-rich-like protein 3",2,3,3,3,3.300703461646,3.16181027813242,2.1862412395273,3.124575144826,2.47111083025981,2.24640228262784,3.39459603306074
"1648","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6;E9PJM9;A0A7P0TA39;A0A7P0TAB2;A0A7P0TBD1;A0A7P0T8J9;A0A7P0TA63;A0A7P0TB28;E9PRX4;A0A7P0T9W7;H0YDT5","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6;E9PJM9;A0A7P0TA39;A0A7P0TAB2;A0A7P0TBD1;A0A7P0T8J9;A0A7P0TA63;A0A7P0TB28;E9PRX4;A0A7P0T9W7;H0YDT5","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-spe",17,7,7,7,-0.0961158893854019,0.14082618359441,-0.464520594897174,-0.64796987332322,-0.0249978937376198,0.140969631896628,NA
"1649","Q5T5C7;P49591","Q5T5C7;P49591","Q5T5C7;P49591","12;12","12;12","12;12","Serine--tRNA ligase;Serine--tRNA ligase, cytoplasmic",2,12,12,12,0.71227809971047,0.716954422784909,0.399132358175684,-0.288524048619433,-0.0922047644616129,0.167987574770425,NA
"1650","Q5T6H7;Q9NQW7;Q5T6H3;Q5T6H2","Q5T6H7;Q9NQW7;Q5T6H3;Q5T6H2","Q5T6H7;Q9NQW7","4;4;1;1","4;4;1;1","4;4;1;1","Xaa-Pro aminopeptidase 1;Xaa-Pro aminopeptidase 1",4,4,4,4,-1.52709676576426,-1.59884857669552,-2.90094915794914,-2.32826620336767,-2.30207474225959,-2.04199499366725,NA
"1651","Q5T6V5;Q5T6V7","Q5T6V5;Q5T6V7","Q5T6V5","4;1","4;1","4;1","Queuosine salvage protein",2,4,4,4,-2.3461163494189,0.120741786982311,NA,-4.91034782901459,-0.814808915425566,-0.558949571049212,NA
"1652","Q5T760;Q05519;Q5T757","Q5T760;Q05519;Q5T757","Q5T760;Q05519;Q5T757","2;2;1","2;2;1","2;2;1","Serine/arginine-rich-splicing factor 11;Serine/arginine-rich splicing factor 11;Serine/arginine-rich-splicing factor 11",3,2,2,2,-0.840458898653576,-0.786475579871293,-1.50074935154415,-3.90266771145009,-1.15867287518268,-1.32023896551945,NA
"1653","Q5T7C4;P09429;B2RPK0;P23497","Q5T7C4;P09429;B2RPK0;P23497","Q5T7C4;P09429;B2RPK0","9;9;5;1","9;9;5;1","8;8;4;1","High mobility group protein B1;High mobility group protein B1;Putative high mobility group protein B1-like 1",4,9,9,8,5.25098340384309,5.4238420230086,4.93185037322015,5.69799929910097,5.70644053312966,5.87302469631322,0.710940539533468
"1654","Q5T985;P19823;Q5T987;CON__Q9TRI1","Q5T985;P19823;Q5T987;CON__Q9TRI1","Q5T985;P19823","8;8;3;1","8;8;3;1","8;8;3;1","Inter-alpha-trypsin inhibitor heavy chain H2;Inter-alpha-trypsin inhibitor heavy chain H2",4,8,8,8,-1.95297620819431,-2.20319712416546,-3.17622357139116,0.0132085437155496,-3.42763513062823,-2.69592431686375,NA
"1655","Q5T9B7;P00568;H0YID2","Q5T9B7;P00568;H0YID2","Q5T9B7;P00568","8;8;1","8;8;1","8;8;1","Adenylate kinase isoenzyme 1;Adenylate kinase isoenzyme 1",3,8,8,8,1.76979185784802,2.67927039651593,1.745451894757,0.236644100751512,1.8285406973689,2.45186205336134,NA
"1656","Q5TA58;A0A6I8PTZ8;Q9UL18;Q9UKV8;Q9H9G7;Q9HCK5","Q5TA58;A0A6I8PTZ8;Q9UL18;Q9UKV8;Q9H9G7;Q9HCK5","Q5TA58;A0A6I8PTZ8;Q9UL18;Q9UKV8;Q9H9G7;Q9HCK5","2;2;2;1;1;1","2;2;2;1;1;1","2;2;2;1;1;1","Protein argonaute-1;Protein argonaute-1;Protein argonaute-1;Protein argonaute-2;Protein argonaute-3;Protein argonaute-4",6,2,2,2,-3.87243570141596,-3.26017529759315,-3.8224780717624,-3.12352320663709,-3.59404023656878,-3.72887972387915,NA
"1657","Q5TCU3","Q5TCU3","Q5TCU3","17","3","3","Tropomyosin beta chain",1,17,3,3,5.36492573959567,5.254289378012,5.83087128279957,7.20886811890288,5.31433972087974,5.75957460159632,5.75023040866604
"1658","Q5TD94","Q5TD94","Q5TD94","14","14","14","Radial spoke head protein 4 homolog A",1,14,14,14,-1.33705649427909,0.155062155585906,-0.225721870992846,NA,1.28070543216085,0.955735210662471,NA
"1659","Q5TDH0;H0YII4;H0YI90","Q5TDH0;H0YII4;H0YI90","Q5TDH0;H0YII4;H0YI90","4;2;2","4;2;2","4;2;2","Protein DDI1 homolog 2;Protein DDI1 homolog 2 (Fragment);Protein DDI1 homolog 2 (Fragment)",3,4,4,4,-1.86209617938641,-1.22175310202379,-0.896876380543445,NA,-1.18986247876283,-1.25959535904366,NA
"1660","Q5TEC6;A0A590UJL8","Q5TEC6;A0A590UJL8","Q5TEC6","8;3","2;2","2;2","Histone H3-7",2,8,2,2,4.10407860697152,6.41570899905323,6.69207983741822,6.71700682690913,6.21146636059771,6.03467481752869,2.32841811876468
"1661","Q5TFE4;Q5QPD0","Q5TFE4;Q5QPD0","Q5TFE4;Q5QPD0","4;3","4;3","4;3","5-nucleotidase domain-containing protein 1;5-nucleotidase domain-containing protein 1 (Fragment)",2,4,4,4,-3.32090927202429,-3.16651502339428,-2.88223092977809,NA,-1.75882105090927,-1.71168167330194,NA
"1662","Q5TFJ7;O60684;S4R3E5;O15131","Q5TFJ7;O60684;S4R3E5;O15131","Q5TFJ7;O60684;S4R3E5;O15131","2;2;1;1","2;2;1;1","2;2;1;1","Importin subunit alpha-7 (Fragment);Importin subunit alpha-7;Importin subunit alpha-7;Importin subunit alpha-6",4,2,2,2,-0.644087315362267,-0.964350096154337,-0.458060104039038,NA,-0.896909343789833,-1.01689449544799,NA
"1663","Q5TZA2;B1AKD8;A0A087WW81;A0A087WU09;Q8IVE0","Q5TZA2;B1AKD8;A0A087WW81;A0A087WU09;Q8IVE0","Q5TZA2;B1AKD8","69;46;27;4;4","69;46;27;4;4","68;45;27;4;4","Rootletin;Rootletin (Fragment)",5,69,69,68,0.18220611387969,0.25057641256516,1.40526366804539,-1.24695302247334,1.78498233466776,1.11795421551537,-3.09106204337142
"1664","Q5VV89;O14880;Q5VV87","Q5VV89;O14880;Q5VV87","Q5VV89;O14880;Q5VV87","3;3;2","3;3;2","3;3;2","Microsomal glutathione S-transferase 3;Microsomal glutathione S-transferase 3;Microsomal glutathione S-transferase 3",3,3,3,3,2.15993490939244,-1.74420727960323,3.79774068981109,2.48853845951058,3.08262039888836,2.54441878394052,NA
"1665","Q5VVC8;P62913","Q5VVC8;P62913","Q5VVC8;P62913","4;4","4;4","4;4","60S ribosomal protein L11;60S ribosomal protein L11",2,4,4,4,2.69846183712331,2.8707988561622,2.53083445153124,0.885796114829951,2.65818134546692,2.62326336440442,NA
"1666","Q5VXN0;Q9H7B2","Q5VXN0;Q9H7B2","Q5VXN0;Q9H7B2","2;2","2;2","2;2","Ribosome production factor 2 homolog (Fragment);Ribosome production factor 2 homolog",2,2,2,2,-2.56846952965743,-2.21123563135133,-1.65946750024615,NA,-2.23373472490312,-4.27172447604354,NA
"1667","Q5VZR0;Q9H4G4;A0A088AWP7;A0A087WUM5","Q5VZR0;Q9H4G4;A0A088AWP7;A0A087WUM5","Q5VZR0;Q9H4G4","3;3;1;1","3;3;1;1","3;3;1;1","Golgi-associated plant pathogenesis-related protein 1;Golgi-associated plant pathogenesis-related protein 1",4,3,3,3,1.33346826303672,0.758223050636136,0.504306246532344,1.26830141816839,0.767087282247804,1.04475613917812,NA
"1668","Q5VZU9;P29144;A0A494C1B8;A0A494C0U1;A0A494C1S4;A0A494C1S6;A0A494C0A3;A0A494C1L2;A0A494C0X4","Q5VZU9;P29144;A0A494C1B8;A0A494C0U1;A0A494C1S4;A0A494C1S6;A0A494C0A3;A0A494C1L2;A0A494C0X4","Q5VZU9;P29144;A0A494C1B8;A0A494C0U1","15;15;14;14;3;2;2;1;1","15;15;14;14;3;2;2;1;1","15;15;14;14;3;2;2;1;1","Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2 (Fragment)",9,15,15,15,-1.96162584071847,-1.19604939979745,-2.24978174610416,-5.08683909120547,-1.2634457933985,-1.08855449781883,NA
"1669","Q5W0H4;A0A0B4J2C3;P13693;J3KPG2;E9PJF7;H0YCX0;Q56UQ5","Q5W0H4;A0A0B4J2C3;P13693;J3KPG2;E9PJF7;H0YCX0;Q56UQ5","Q5W0H4;A0A0B4J2C3;P13693;J3KPG2;E9PJF7;H0YCX0","4;4;4;3;3;2;1","4;4;4;3;3;2;1","4;4;4;3;3;2;1","Translationally-controlled tumor protein;Translationally-controlled tumor protein;Translationally-controlled tumor protein;Translationally-controlled tumor protein;Translationally-controlled tumor protein (Fragment);Translationally-controlled tumor protein",7,4,4,4,-1.31097145853197,-1.31351533871064,0.185033198607027,-0.537073670041231,-0.26275472928112,0.205164311536194,NA
"1670","Q63ZY3;K7EIU4;K7ERU2;K7ES05;K7EL48","Q63ZY3;K7EIU4;K7ERU2;K7ES05;K7EL48","Q63ZY3","14;4;3;3;2","14;4;3;3;2","14;4;3;3;2","KN motif and ankyrin repeat domain-containing protein 2",5,14,14,14,0.892629206096913,0.698881215258893,0.61683064767497,1.87371410712961,0.659484004734551,0.356489829339644,NA
"1671","Q66GS9","Q66GS9","Q66GS9","16","16","16","Centrosomal protein of 135 kDa",1,16,16,16,-2.42379711592106,-1.95626271566861,-1.44597372155282,NA,-0.513416039907941,-0.993174196352712,NA
"1672","Q66K74;M0QXE8;M0QZ50;M0R1M7;M0QXQ9;M0R1J2","Q66K74;M0QXE8;M0QZ50;M0R1M7;M0QXQ9;M0R1J2","Q66K74","5;1;1;1;1;1","5;1;1;1;1;1","5;1;1;1;1;1","Microtubule-associated protein 1S",6,5,5,5,-1.18507679860796,-0.549919248290173,-0.679662310621168,-2.31851783318343,-1.26418658676055,-2.11863547549163,NA
"1673","Q68DG0;Q8N241;Q9UBY9;C9J5A3;D3YTC6","Q68DG0;Q8N241;Q9UBY9;C9J5A3;D3YTC6","Q68DG0;Q8N241;Q9UBY9;C9J5A3;D3YTC6","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","Heat shock protein beta-7;Heat shock 27kDa protein family, member 7 (Cardiovascular), isoform CRA_c;Heat shock protein beta-7;Heat shock protein beta-7 (Fragment);Heat shock protein beta-7",5,2,2,2,-1.50038677379071,-1.39254835772888,0.195777050405091,0.92023753545044,-0.117751601504381,-0.0220217939140888,0.108544614441616
"1674","Q68EM7;C9IZD3;I3L4P0;I3L4P6;I3L1S9","Q68EM7;C9IZD3;I3L4P0;I3L4P6;I3L1S9","Q68EM7;C9IZD3","3;2;1;1;1","3;2;1;1;1","3;2;1;1;1","Rho GTPase-activating protein 17;Rho GTPase-activating protein 17 (Fragment)",5,3,3,3,-2.15420135052222,-2.42291724407442,NA,-3.60496552536878,-3.61924363529311,-3.44682861314737,NA
"1675","Q6DKJ4;A0A0G2JQK5","Q6DKJ4;A0A0G2JQK5","Q6DKJ4;A0A0G2JQK5","3;2","3;2","2;2","Nucleoredoxin;Nucleoredoxin (Fragment)",2,3,3,2,-1.23281778116482,-1.4119855272279,NA,-3.5000141867483,-3.18473871105405,-1.38997502575245,NA
"1676","Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479","Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479","Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479","4;3;3;2;2","4;3;3;2;2","4;3;3;2;2","Ragulator complex protein LAMTOR1;Ragulator complex protein LAMTOR1;Ragulator complex protein LAMTOR1;Ragulator complex protein LAMTOR1 (Fragment);Ragulator complex protein LAMTOR1",5,4,4,4,-0.5934612422923,-0.134426736536735,-1.03477091732082,-1.88141268183169,-0.362611212862721,-0.5541496116386,NA
"1677","Q6NUK1;A0A3B3IU96;J3KN42;H3BMI3","Q6NUK1;A0A3B3IU96;J3KN42;H3BMI3","Q6NUK1;A0A3B3IU96","12;7;3;2","12;7;3;2","12;7;3;2","Calcium-binding mitochondrial carrier protein SCaMC-1;Calcium-binding mitochondrial carrier protein SCaMC-1",4,12,12,12,1.11662061966061,0.902910980224863,1.52550895453615,-0.673856758057205,0.813464890312787,0.728255823792917,NA
"1678","Q6NVY1;F8W8A6;B9A058;H7C1A5;H7C126;H7C400;H7BYI7;B8ZZZ0","Q6NVY1;F8W8A6;B9A058;H7C1A5;H7C126;H7C400;H7BYI7;B8ZZZ0","Q6NVY1;F8W8A6;B9A058","7;4;4;2;1;1;1;1","7;4;4;2;1;1;1;1","7;4;4;2;1;1;1;1","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment);3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",8,7,7,7,-1.46007963448052,-1.19898253580931,-1.38434604202956,-1.91865567855949,-0.87592321263303,-0.484639081625378,NA
"1679","Q6NZI2","Q6NZI2","Q6NZI2","13","13","13","Caveolae-associated protein 1",1,13,13,13,4.78147379978662,5.57375814248232,5.05848497560553,6.64633717927848,4.5923543079435,4.89712506591926,2.92282768522021
"1680","Q6P2E9;I3L3M2","Q6P2E9;I3L3M2","Q6P2E9;I3L3M2","2;1","2;1","2;1","Enhancer of mRNA-decapping protein 4;Enhancer of mRNA-decapping protein 4 (Fragment)",2,2,2,2,-5.97626989278789,-5.49749848921589,NA,-6.34684918789583,-4.33627228202644,-4.6220219223834,NA
"1681","Q6P2Q9;I3L0J9;I3L3Z8;I3L1T8","Q6P2Q9;I3L0J9;I3L3Z8;I3L1T8","Q6P2Q9","30;14;7;1","30;14;7;1","30;14;7;1","Pre-mRNA-processing-splicing factor 8",4,30,30,30,-0.47268358271625,-0.426904357449846,-1.15903467221941,-2.5286087990104,-0.832975495987565,-0.347312004496992,NA
"1682","Q6P4E1;H0YM51;A0A3B3IRW9","Q6P4E1;H0YM51;A0A3B3IRW9","Q6P4E1","3;1;1","3;1;1","3;1;1","Protein GOLM2",3,3,3,3,-3.30814788766212,-3.24080271150394,-3.1023567441426,NA,-3.26906555953795,-3.11454114349281,NA
"1683","Q6P9B6;H3BUB0;H3BM75","Q6P9B6;H3BUB0;H3BM75","Q6P9B6;H3BUB0;H3BM75","2;1;1","2;1;1","2;1;1","MTOR-associated protein MEAK7;MTOR-associated protein MEAK7 (Fragment);MTOR-associated protein MEAK7",3,2,2,2,-2.61997485924546,-2.64441138425266,-3.75540193621281,NA,-2.88517726039308,-4.32850524332569,NA
"1684","Q6PCB0;J3QLP3;J3QRR0","Q6PCB0;J3QLP3;J3QRR0","Q6PCB0;J3QLP3","6;3;2","6;3;2","6;3;2","von Willebrand factor A domain-containing protein 1;von Willebrand factor A domain-containing protein 1 (Fragment)",3,6,6,6,-0.165312827522516,-0.363966403871402,-1.26331626478573,0.547704235598385,-0.145054683404151,0.188895818157476,NA
"1685","Q6S8J3;A5A3E0;P0CG38;P0CG39","Q6S8J3;A5A3E0;P0CG38;P0CG39","Q6S8J3;A5A3E0;P0CG38;P0CG39","8;6;5;4","5;3;3;3","2;1;1;1","POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J",4,8,5,2,4.5923722867055,4.25229615179867,4.20912579463059,4.99201448400546,4.06267296068406,4.58884257024982,1.41480622004759
"1686","Q6UN15;A0A0B4J203","Q6UN15;A0A0B4J203","Q6UN15;A0A0B4J203","2;1","2;1","2;1","Pre-mRNA 3-end-processing factor FIP1;Pre-mRNA 3-end-processing factor FIP1",2,2,2,2,-2.48651409773106,-2.83353539239567,-2.21547597404624,NA,-3.28293122108133,-2.89872552476941,NA
"1687","Q6UVK1","Q6UVK1","Q6UVK1","10","10","10","Chondroitin sulfate proteoglycan 4",1,10,10,10,-2.96048998098265,-1.68783890906579,-3.90658061435019,-0.44134877639469,-3.35708984778063,-3.48129956484393,-5.75470976322192
"1688","Q6UWY5;E9PN44","Q6UWY5;E9PN44","Q6UWY5","8;1","8;1","8;1","Olfactomedin-like protein 1",2,8,8,8,0.126071457526159,0.0150902396641932,-1.65942298567354,3.28832806290717,-1.15495854615002,-1.06205389401514,NA
"1689","Q6UX71","Q6UX71","Q6UX71","2","2","2","Plexin domain-containing protein 2",1,2,2,2,-2.96619633740482,-2.73807915961111,NA,-1.12907933755816,-3.48683590527779,-3.22126222335316,NA
"1690","Q6VY07;E9PNZ9;B4DF77","Q6VY07;E9PNZ9;B4DF77","Q6VY07;E9PNZ9;B4DF77","2;1;1","2;1;1","2;1;1","Phosphofurin acidic cluster sorting protein 1;Phosphofurin acidic cluster sorting protein 1 (Fragment);Phosphofurin acidic cluster sorting protein 1",3,2,2,2,-3.79686252284281,-4.02466548429729,NA,-3.06956392532513,-4.94773238227151,-4.40971439106369,NA
"1691","Q6XQN6;G5E977;C9J8U2;A0A087WUT5","Q6XQN6;G5E977;C9J8U2;A0A087WUT5","Q6XQN6;G5E977;C9J8U2","5;4;3;1","5;4;3;1","5;4;3;1","Nicotinate phosphoribosyltransferase;Nicotinate phosphoribosyltransferase;Nicotinate phosphoribosyltransferase",4,5,5,5,-0.131795484546675,-0.67037630394066,NA,-3.27257625573294,-1.0363212807645,-0.678750402027287,NA
"1692","Q6YN16","Q6YN16","Q6YN16","3","3","3","Hydroxysteroid dehydrogenase-like protein 2",1,3,3,3,-1.38426472241713,-1.38659141490321,-2.87414974432599,NA,-0.66146786701357,-1.64535033153635,NA
"1693","Q6ZMI0","Q6ZMI0","Q6ZMI0","2","2","2","Protein phosphatase 1 regulatory subunit 21",1,2,2,2,-0.569692391350358,-0.286009612608563,-2.28169913082229,NA,-1.25841846112153,-0.334424584160313,NA
"1694","Q6ZMP0;A0A087X1T0","Q6ZMP0;A0A087X1T0","Q6ZMP0","3;1","3;1","3;1","Thrombospondin type-1 domain-containing protein 4",2,3,3,3,NA,-5.34695500652276,-3.8827089289605,-0.620509784832294,-5.04615774129495,-5.32602505856762,NA
"1695","Q6ZN40","Q6ZN40","Q6ZN40","23","23","4","Tropomyosin 1 (Alpha), isoform CRA_f",1,23,23,4,6.3408476879322,6.11063899710313,6.8520064488828,8.66184323998632,6.40622264668382,7.0237345084098,6.56340701798693
"1696","Q709C8;A0A3B3IU50;A0A3B3IT88","Q709C8;A0A3B3IU50;A0A3B3IT88","Q709C8","14;5;3","14;5;3","14;5;3","Intermembrane lipid transfer protein VPS13C",3,14,14,14,-3.02385866247755,-2.929708793798,-4.65201711059562,-4.46286862839697,-2.91812753175457,-3.68969932977886,NA
"1697","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","6;6;5;5;3","4;4;3;3;2","4;4;3;3;2","Histone H2A.V;Histone H2A.Z;Histone H2A;Histone H2A;Histone H2A",5,6,4,4,5.66760087341855,5.8867977724842,6.981648400239,4.73892360489601,6.30015963710355,5.05190666576879,5.45924531189754
"1698","Q7KZF4;H7C597","Q7KZF4;H7C597","Q7KZF4","19;4","19;4","19;4","Staphylococcal nuclease domain-containing protein 1",2,19,19,19,1.2196316336885,1.15988773312082,1.83735778093319,0.787261973450661,1.08344558659301,0.964601932897779,NA
"1699","Q7L576;A0A0G2JR96;A0A0G2JQT1;H7C229;E7EVJ5;E7EW33;Q96F07;H0YL50;A0A0G2JQH3;A0A087WVZ5;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A087WVE1;A0A087WTQ3;A0A087WWZ1;A0A087WV63;A0A0G2JRF5;A0A087WWY5","Q7L576;A0A0G2JR96;A0A0G2JQT1;H7C229;E7EVJ5;E7EW33;Q96F07;H0YL50;A0A0G2JQH3;A0A087WVZ5;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A087WVE1;A0A087WTQ3;A0A087WWZ1;A0A087WV63;A0A0G2JRF5;A0A087WWY5","Q7L576;A0A0G2JR96;A0A0G2JQT1","15;10;10;7;7;6;6;3;3;3;2;2;2;2;2;2;2;1;1;1","15;10;10;7;7;6;6;3;3;3;2;2;2;2;2;2;2;1;1;1","15;10;10;7;7;6;6;3;3;3;2;2;2;2;2;2;2;1;1;1","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 1 (Fragment);Cytoplasmic FMR1-interacting protein 1 (Fragment)",20,15,15,15,-0.300896251835667,-0.760665307058485,-0.964341720993259,-0.954222014829085,-0.782044995980172,-0.703648596203351,NA
